Course Code,Course Name,Cupo,NRC,Sección,Créditos,Periodo,Parte de Periodo,Campus,Schedule Table,Cupos Ofrecidos,Cupos Inscritos,Cupos Disponibles
FISI-6982,TESIS II (12 CRED.),9,58178,02,12,202420,PERIODO NO RETIRABLE,CAMPUS PRINCIPAL,"[{'Día': '-', 'Hora': '.NOREQ', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'Requiere'}]",10,1,9
FISI-6983,TESIS III (8 CRED.),9,66483,01,8,202420,PERIODO NO RETIRABLE,CAMPUS PRINCIPAL,"[{'Día': '-', 'Hora': '.NOREQ', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'Requiere'}]",10,1,9
FISI-6983,TESIS III (12 CRED.),7,63344,02,12,202420,PERIODO NO RETIRABLE,CAMPUS PRINCIPAL,"[{'Día': '-', 'Hora': '.NOREQ', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'Requiere'}]",10,3,7
FISI-6984,TESIS IV (8 CRED.),9,69324,01,8,202420,PERIODO NO RETIRABLE,CAMPUS PRINCIPAL,"[{'Día': '-', 'Hora': '.NOREQ', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'Requiere'}]",10,1,9
FISI-6984,TESIS IV (12 CRED.),9,58182,02,12,202420,PERIODO NO RETIRABLE,CAMPUS PRINCIPAL,"[{'Día': '-', 'Hora': '.NOREQ', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'Requiere'}]",10,1,9
FISI-6985,TESIS V (8 CRED.),8,67633,01,8,202420,PERIODO NO RETIRABLE,CAMPUS PRINCIPAL,"[{'Día': '-', 'Hora': '.NOREQ', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'Requiere'}]",10,2,8
FISI-6985,TESIS V (12 CRED.),7,72231,02,12,202420,PERIODO NO RETIRABLE,CAMPUS PRINCIPAL,"[{'Día': '-', 'Hora': '.NOREQ', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'Requiere'}]",10,3,7
FISI-6986,TESIS VI (8 CRED.),9,71174,01,8,202420,PERIODO NO RETIRABLE,CAMPUS PRINCIPAL,"[{'Día': '-', 'Hora': '.NOREQ', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'Requiere'}]",10,1,9
FISI-6989,TESIS IX,9,73436,01,8,202420,PERIODO NO RETIRABLE,CAMPUS PRINCIPAL,"[{'Día': '-', 'Hora': '.NOREQ', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'Requiere'}]",10,1,9
FISI-6990,SUSTENTACIÓN DE TESIS,6,47034,01,0,202420,PERIODO NO RETIRABLE,CAMPUS PRINCIPAL,"[{'Día': '-', 'Hora': '.NOREQ', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'Requiere'}]",10,4,6
GEOC-1002,GEOCIENCIAS,Sin cupo,14987,01,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '0630-0750', 'Fecha Inicio': '.CJ_001', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Centro del Japón (CJ)'}]",85,85,0
GEOC-1002,GEOCIENCIAS,4,14989,02,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '0800-0920', 'Fecha Inicio': '.CJ_001', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Centro del Japón (CJ)'}]",85,81,4
GEOC-1002,GEOCIENCIAS,2,15011,03,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '0930-1050', 'Fecha Inicio': '.B_402', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Bloque B'}]",85,83,2
GEOC-1002,GEOCIENCIAS,4,15012,04,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1100-1220', 'Fecha Inicio': '.RGD_004', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .centro cívico'}]",85,81,4
GEOC-1002,GEOCIENCIAS,5,15013,05,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1230-1350', 'Fecha Inicio': '.O_103', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Edif. Henry Yerly (O)'}]",85,80,5
GEOC-1002,GEOCIENCIAS,Sin cupo,60571,06,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1230-1350', 'Fecha Inicio': '.O_104', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Edif. Henry Yerly (O)'}]",85,86,-1
GEOC-1002,GEOCIENCIAS,5,63467,07,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '0800-0920', 'Fecha Inicio': '.ML_608', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Edif. Mario Laserna (ML)'}]",85,80,5
GEOC-1002,GEOCIENCIAS,2,66567,08,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '0930-1050', 'Fecha Inicio': '.O_104', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Edif. Henry Yerly (O)'}]",85,83,2
GEOC-1002,GEOCIENCIAS,Sin cupo,70304,09,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '1100-1220', 'Fecha Inicio': '.O_103', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Edif. Henry Yerly (O)'}]",85,86,-1
GEOC-1002,GEOCIENCIAS,27,73578,11,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': '1230-1350', 'Salón': '.R_210', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Richard (R)'}, {'Día': 'V', 'Hora': '1230-1350', 'Salón': '.G_101', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Roberto Franco (G)'}]",60,33,27
GEOC-1006,PROCESOS EXÓGENOS (CICLO 1 DE 8 SEMANAS),14,50380,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '1200-1350', 'Fecha Inicio': '.LL_301', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Alberto Lleras (LL)'}]",30,16,14
GEOC-1007,PROCESOS ENDÓGENOS (CICLO 2 DE 8 SEMANAS),19,50381,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '1200-1350', 'Fecha Inicio': '.LL_108', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. Alberto Lleras (LL)'}]",30,11,19
GEOC-1801,ENGAGE: ENERGÍA DEL FUTURO (TIPO E),93,70516,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'J', 'Hora': '1800-1950', 'Salón': '.VIRT', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.VIRTUAL'}, {'Día': 'S', 'Hora': '0900-1150', 'Salón': '.RGD_004', 'Fecha Inicio': '2024-08-31', 'Fecha Fin': '2024-08-31', 'Edificio': '.centro cívico'}, {'Día': 'S', 'Hora': '0900-1150', 'Salón': '.RGD_004', 'Fecha Inicio': '2024-09-28', 'Fecha Fin': '2024-09-28', 'Edificio': '.centro cívico'}, {'Día': 'S', 'Hora': '0900-1150', 'Salón': '.RGD_004', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '2024-11-30', 'Edificio': '.centro cívico'}]",140,47,93
GEOC-1900,HERRAMIENTAS PRÁCTICAS 1,Sin cupo,53530,A,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': '1600-1750', 'Salón': '.Q_306', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Bloque Q'}]",10,10,0
GEOC-1900,HERRAMIENTAS PRÁCTICAS 1,4,70329,B,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': '1600-1750', 'Salón': '.Q_306', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Bloque Q'}]",10,6,4
GEOC-1900C,COMPLEMENTARIA HERRAMIENTAS 1,Sin cupo,73357,A1,0,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'J', 'Hora': '1600-1750', 'Salón': '.AU_202', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-08-15', 'Edificio': '.Edif. Aulas'}, {'Día': 'J', 'Hora': '1600-1750', 'Salón': '.C_211', 'Fecha Inicio': '2024-08-22', 'Fecha Fin': '2024-11-30', 'Edificio': '.Bloque C'}]",10,10,0
GEOC-1900C,COMPLEMENTARIA HERRAMIENTAS 1,4,73358,B1,0,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'V', 'Hora': '1600-1750', 'Salón': '.AU_403', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Aulas'}]",10,6,4
GEOC-2003,ESTRATIGRAFIA Y SEDIMENTOLOGÍA (CICLO 2 DE 8 SEMANAS),21,53531,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1200-1350', 'Fecha Inicio': '.AU_107', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. Aulas'}]",30,9,21
GEOC-2101,MINERALES (CICLO 1 DE 8 SEMANAS),17,53532,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1400-1550', 'Fecha Inicio': '.AU_207', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Aulas'}]",30,13,17
GEOC-2104,GEOQUIMICA DE ALTA TEMPERATURA (CICLO 1 DE 8 SEMANAS),19,50383,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '1200-1350', 'Fecha Inicio': '.LL_108', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Alberto Lleras (LL)'}]",30,11,19
GEOC-2202,PALEONTOLOGÍA (CICLO 1 DE 8 SEMANAS),19,53533,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1200-1350', 'Fecha Inicio': '.LL_107', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Alberto Lleras (LL)'}]",30,11,19
GEOC-2305,GEOQUIMICA AMBIENTAL (CICLO 2 DE 8 SEMANAS),12,50384,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '1200-1350', 'Fecha Inicio': '.LL_301', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. Alberto Lleras (LL)'}]",30,18,12
GEOC-2700,GEOBIOLOGÍA (CICLO 2 DE 8 SEMANAS),22,71180,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '0900-1050', 'Fecha Inicio': '.TX_602', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Bloque TX'}]",30,8,22
GEOC-2900,HERRAMIENTAS PRÁCTICAS 2,Sin cupo,56882,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': '1600-1750', 'Salón': '.Z_205', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Bloque Z'}]",12,12,0
GEOC-3003,GEOLOGÍA ESTRUCTURAL Y TECTÓNICA (CICLO 1 DE 8 SEMANAS),23,56885,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1400-1550', 'Fecha Inicio': '.LL_107', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Alberto Lleras (LL)'}]",30,7,23
GEOC-3005,COLOM. A TRAVÉS TIEMPO GEOLÓG. (CICLO 1 DE 8 SEMANAS),6,73299,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': '1200-1350', 'Salón': '.C_210', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-09-28', 'Edificio': '.Bloque C'}, {'Día': 'J', 'Hora': '1200-1350', 'Salón': '.AU_202', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-09-28', 'Edificio': '.Edif. Aulas'}]",18,12,6
GEOC-3099,PROYECTO DE GRADO,No info,15209,01,3,202420,PERIODO NO RETIRABLE,NO DEFINIDO,"[{'Día': '-', 'Hora': '.0', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'definido'}]",0,17,-17
GEOC-3105,PETROLOGÍA (CICLO 2 DE 8 SEMANAS),21,56884,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1400-1550', 'Fecha Inicio': '.O_403', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. Henry Yerly (O)'}]",30,9,21
GEOC-3118,PALAEONTOLOGY OF THE MARINE REPTILES,19,71182,01,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '1230-1350', 'Fecha Inicio': '.LL_104', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Edif. Alberto Lleras (LL)'}]",30,11,19
GEOC-3405,GEOFÍSICA DE EXPLORACIÓN (CICLO 1 DE 8 SEMANAS),19,56888,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '1600-1750', 'Fecha Inicio': '.LL_206', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Alberto Lleras (LL)'}]",30,11,19
GEOC-3503,SISTEMA GLOBAL DE NAVEGACIÓN SATELITAL (CICLO 1 DE 8 SEMANAS),9,57031,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '0700-0850', 'Fecha Inicio': '.Z_205', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Bloque Z'}]",18,9,9
GEOC-3504,SENSORES REMOTOS (CICLO 2 DE 8 SEMANAS),11,56886,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '0700-0850', 'Fecha Inicio': '.Z_205', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Bloque Z'}]",18,7,11
GEOC-3603,MECÁNICA DEL CONTINUO (CICLO 2 DE 8 SEMANAS),16,56887,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': '1600-1750', 'Salón': '.S1_003', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Enrique Cavelier(S1)'}, {'Día': 'V', 'Hora': '1600-1750', 'Salón': '.O_405', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Henry Yerly (O)'}]",30,14,16
GEOC-3604,SISMOLOGÍA (CICLO 1 DE 8 SEMANAS),9,62644,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '0900-1050', 'Fecha Inicio': '.Z_205', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Bloque Z'}]",18,9,9
GEOC-3605,SÍSMICA (CICLO 2 DE 8 SEMANAS),6,62645,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '0900-1050', 'Fecha Inicio': '.Z_205', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Bloque Z'}]",18,12,6
GEOC-3606,GEODINÁMICA,6,62646,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': '1400-1550', 'Salón': '.Z_205', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Bloque Z'}]",18,12,6
GEOC-3800,HERRAMIENTAS PRÁCTICAS 3,11,56889,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'V', 'Hora': '1400-1550', 'Salón': '.W_402', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Carlos Pacheco Devia(W)'}]",18,7,11
GEOC-3802,ECONOMIC GEOLOGY AND MINERAL EXPLORATION (CICLO 2 DE 8 SEMANAS),14,71184,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1600-1750', 'Fecha Inicio': '.RGD_210', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .centro cívico'}]",30,16,14
GEOC-3900,HERRAMIENTAS PRÁCTICAS 4,3,62647,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'V', 'Hora': '1400-1550', 'Salón': '.Z_205', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Bloque Z'}]",18,15,3
GEOC-3910,GEOCÓMPUTO (CICLO 1 DE 8 SEMANAS),8,73028,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '0700-0850', 'Fecha Inicio': '.Z_205', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Bloque Z'}]",18,10,8
GEOC-3991,PRÁCTICA PROFESIONAL 6 CRÉD,No info,71185,01,6,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': '-', 'Hora': '.', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.', 'Edificio': 'No info'}]",0,1,-1
GEST-4043,TALLER DE: DESARROLLO DE SOFT SKILLS PERSONALES (CICLO 1 DE 8 SEMANAS),2,72980,01,1,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': '1800-2050', 'Salón': '.SD_702', 'Fecha Inicio': '2024-08-13', 'Fecha Fin': '2024-08-13', 'Edificio': '.Edif. J.M.Santodomingo (SD)'}, {'Día': 'M', 'Hora': '1800-2050', 'Salón': '.SD_702', 'Fecha Inicio': '2024-08-27', 'Fecha Fin': '2024-08-27', 'Edificio': '.Edif. J.M.Santodomingo (SD)'}, {'Día': 'M', 'Hora': '1800-2050', 'Salón': '.SD_702', 'Fecha Inicio': '2024-09-10', 'Fecha Fin': '2024-09-10', 'Edificio': '.Edif. J.M.Santodomingo (SD)'}, {'Día': 'M', 'Hora': '1800-2050', 'Salón': '.SD_702', 'Fecha Inicio': '2024-09-24', 'Fecha Fin': '2024-09-24', 'Edificio': '.Edif. J.M.Santodomingo (SD)'}]",25,23,2
GEST-4048,PROYECTO APLICADO 1 (CICLO 1 DE 8 SEMANAS),16,70517,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': '1800-2050', 'Salón': '.SD_205-6', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-09-28', 'Edificio': '.Edif. J.M.Santodomingo (SD)'}]",20,4,16
GEST-4050,PROYECTO APLICADO 2 (CICLO 2 DE 8 SEMANAS),16,70519,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': '1800-2050', 'Salón': '.SD_716', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. J.M.Santodomingo (SD)'}]",20,4,16
GLOB-1001,INTRODUCCIÓN ESTUDIOS GLOBALES,8,70520,01,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'J', 'Salón': '0800-0920', 'Fecha Inicio': '.R_209', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Edif. Richard (R)'}]",100,92,8
GLOB-1200,INTRODUCCIÓN A LA POLÍTICA INTERNACIONAL,6,56742,01,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'J', 'Salón': '1530-1650', 'Fecha Inicio': '.RGD_203', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .centro cívico'}]",58,52,6
GLOB-1200,INTRODUCCIÓN A LA POLÍTICA INTERNACIONAL,15,68829,02,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '1530-1650', 'Fecha Inicio': '.RGD_201', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .centro cívico'}]",58,43,15
GLOB-2008,THE POLITICS OF GLOBAL COMMERCE AND THE GLOBAL SOUTH,33,71186,01,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'V', 'Salón': '1400-1520', 'Fecha Inicio': '.O_401', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Edif. Henry Yerly (O)'}]",40,7,33
GLOB-2009,SEGURIDAD MARÍTIMA GLOBAL,24,70521,01,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '1100-1220', 'Fecha Inicio': '.ML_617', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Edif. Mario Laserna (ML)'}]",60,36,24
GLOB-2010,DROGAS ILÍCITAS Y CRIMEN ORGANIZADO,1,70522,01,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1230-1350', 'Fecha Inicio': '.ML_604', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Edif. Mario Laserna (ML)'}]",75,74,1
GLOB-2104,DESARROLLO INTERNACIONAL,4,70523,01,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '1230-1350', 'Fecha Inicio': '.ML_615', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Edif. Mario Laserna (ML)'}]",60,56,4
GLOB-2300,ECONOMÍA POLÍTICA INTERNACIONAL,7,71187,01,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '0800-0920', 'Fecha Inicio': '.RGD_306-7', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .centro cívico'}]",65,58,7
GLOB-2400,HISTORIA GLOBAL,6,69316,01,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1230-1350', 'Fecha Inicio': '.G_101', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-11-30 .Edif. Roberto Franco (G)'}]",70,64,6
GLOB-2600,SEMILLERO PROGRAMA DE INVESTIGACIÓN EN ESTUDIOS GLOBALES,Sin cupo,63919,01,1,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'J', 'Hora': '0930-1050', 'Salón': '.RGD_001', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.centro cívico'}]",30,30,0
GLOB-3005,INVESTIGACION PROFESORAL,Sin cupo,71189,01,8,202420,PERIODO NO RETIRABLE,NO DEFINIDO,"[{'Día': '-', 'Hora': '.NOREQ', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'Requiere'}]",1,1,0
GLOB-3200,SEMINARIO DE PROBLEMAS EN ESTUDIOS GLOBALES,8,56896,01,3,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': '1530-1820', 'Salón': '.SD_203-4', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. J.M.Santodomingo (SD)'}]",20,12,8
GLOB-3993,PRÁCTICA DE GRADO,3,67649,01,8,202420,PERIODO NO RETIRABLE,NO DEFINIDO,"[{'Día': '-', 'Hora': '.NOREQ', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'Requiere'}]",5,2,3
GLOB-3993,PRÁCTICA DE GRADO,4,69018,02,16,202420,PERIODO NO RETIRABLE,NO DEFINIDO,"[{'Día': '-', 'Hora': '.NOREQ', 'Salón': '2024-08-05', 'Fecha Inicio': '2024-11-30', 'Fecha Fin': '.No', 'Edificio': 'Requiere'}]",5,1,4
GPUB-5601,MODULO INTRODUCTORIO,19,71193,01,1,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'M', 'Salón': 'I', 'Fecha Inicio': 'J', 'Fecha Fin': 'V', 'Edificio': '0630-0820 .RGD_001 2024-08-05 2024-08-30 .centro cívico'}]",40,21,19
