Curso,Cupo,NRC,Sección,Créditos,Periodo,Parte de Periodo,Instructor Principal,Lugar,Ofrecidos,Inscritos,Disponibles,Días,Horas,Salón,Fecha inicio,Fecha fin,Edificio
LENG-1152 ENGLISH 02 (CICLO 2 DE 8 SEMANAS),9,39382,4,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,16,9,J,1230-1350,.VIRT,2025-03-25,2025-04-03,.VIRTUAL
LENG-1152 ENGLISH 02 (CICLO 2 DE 8 SEMANAS),9,39382,4,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,16,9,J,1230-1350,.SD_201-2,2025-04-10,2025-04-10,.Edif. J.M.Santodomingo (SD)
LENG-1152 ENGLISH 02 (CICLO 2 DE 8 SEMANAS),9,39382,4,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,16,9,J,1230-1350,.VIRT,2025-04-17,2025-05-08,.VIRTUAL
LENG-1152 ENGLISH 02 (CICLO 2 DE 8 SEMANAS),9,39382,4,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,16,9,J,1230-1350,.SD_201-2,2025-05-15,2025-05-15,.Edif. J.M.Santodomingo (SD)
LENG-1152 ENGLISH 02 (CICLO 2 DE 8 SEMANAS),9,39382,4,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,16,9,J,1230-1350,.VIRT,2025-05-22,2025-05-22,.VIRTUAL
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),8,27897,1,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,17,8,L,0630-0750,.R_112,2025-01-21,2025-03-15,.Edif. Richard (R)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),8,27897,1,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,17,8,M,0630-0750,.R_112,2025-01-21,2025-03-15,.Edif. Richard (R)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),8,27897,1,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,17,8,I,0630-0750,.R_112,2025-01-21,2025-03-15,.Edif. Richard (R)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),8,27897,1,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,17,8,J,0630-0750,.R_112,2025-01-21,2025-03-15,.Edif. Richard (R)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),8,27897,1,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,17,8,V,0630-0750,.VIRT,2025-01-21,2025-03-15,.VIRTUAL
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),5,48093,10,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,20,5,L,1230-1350,.SD_303,2025-03-25,2025-05-24,.Edif. J.M.Santodomingo (SD)
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),5,48093,10,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,20,5,I,1230-1350,.SD_303,2025-03-25,2025-05-24,.Edif. J.M.Santodomingo (SD)
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),5,48093,10,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,20,5,M,1230-1350,.C_209,2025-03-25,2025-05-24,.Bloque C
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),5,48093,10,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,20,5,J,1230-1350,.C_209,2025-03-25,2025-05-24,.Bloque C
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),5,48093,10,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,20,5,V,1230-1350,.VIRT,2025-03-25,2025-05-24,.VIRTUAL
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),9,74996,11,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,16,9,L,1700-1820,.AU_209,2025-03-25,2025-05-24,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),9,74996,11,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,16,9,M,1700-1820,.AU_209,2025-03-25,2025-05-24,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),9,74996,11,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,16,9,I,1700-1820,.AU_209,2025-03-25,2025-05-24,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),9,74996,11,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,16,9,J,1700-1820,.AU_209,2025-03-25,2025-05-24,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),9,74996,11,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,16,9,V,1700-1820,.VIRT,2025-03-25,2025-05-24,.VIRTUAL
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),5,27899,2,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,20,5,L,0630-0750,.AU_201,2025-01-21,2025-03-15,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),5,27899,2,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,20,5,M,0630-0750,.AU_201,2025-01-21,2025-03-15,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),5,27899,2,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,20,5,I,0630-0750,.AU_201,2025-01-21,2025-03-15,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),5,27899,2,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,20,5,J,0630-0750,.AU_201,2025-01-21,2025-03-15,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),5,27899,2,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,20,5,V,0630-0750,.VIRT,2025-01-21,2025-03-15,.VIRTUAL
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,27900,3,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,L,0800-0920,.LL_304,2025-01-21,2025-03-15,.Edif. Alberto Lleras (LL)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,27900,3,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,M,0800-0920,.RGD_310,2025-01-21,2025-03-15,.centro cívico
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,27900,3,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,J,0800-0920,.RGD_310,2025-01-21,2025-03-15,.centro cívico
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,27900,3,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,I,0800-0920,.RGD_311,2025-01-21,2025-03-15,.centro cívico
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,27900,3,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,V,0800-0920,.VIRT,2025-01-21,2025-03-15,.VIRTUAL
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,27901,4,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,L,0930-1050,.SD_306,2025-01-21,2025-03-15,.Edif. J.M.Santodomingo (SD)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,27901,4,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,M,0930-1050,.RGD_01,2025-01-21,2025-03-15,.centro cívico
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,27901,4,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,I,0930-1050,.AU_402,2025-01-21,2025-03-15,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,27901,4,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,J,0930-1050,.LL_201,2025-01-21,2025-03-15,.Edif. Alberto Lleras (LL)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,27901,4,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,V,0930-1050,.VIRT,2025-01-21,2025-03-15,.VIRTUAL
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),4,72025,5,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,L,1100-1220,.SD_301,2025-01-21,2025-03-15,.Edif. J.M.Santodomingo (SD)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),4,72025,5,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,M,1100-1220,.LL_106,2025-01-21,2025-03-15,.Edif. Alberto Lleras (LL)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),4,72025,5,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,I,1100-1220,.LL_303,2025-01-21,2025-03-15,.Edif. Alberto Lleras (LL)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),4,72025,5,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,J,1100-1220,.AU_209,2025-01-21,2025-03-15,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),4,72025,5,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,V,1100-1220,.VIRT,2025-01-21,2025-03-15,.VIRTUAL
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),2,68716,6,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,23,2,L,1230-1350,.W_204,2025-01-21,2025-03-15,.Edif. Carlos Pacheco Devia(W)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),2,68716,6,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,23,2,I,1230-1350,.W_204,2025-01-21,2025-03-15,.Edif. Carlos Pacheco Devia(W)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),2,68716,6,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,23,2,M,1230-1350,.SD_307,2025-01-21,2025-03-15,.Edif. J.M.Santodomingo (SD)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),2,68716,6,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,23,2,J,1230-1350,.SD_307,2025-01-21,2025-03-15,.Edif. J.M.Santodomingo (SD)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),2,68716,6,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,23,2,V,1230-1350,.VIRT,2025-01-21,2025-03-15,.VIRTUAL
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,65893,7,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,L,1230-1350,.LL_203,2025-01-21,2025-03-15,.Edif. Alberto Lleras (LL)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,65893,7,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,I,1230-1350,.LL_203,2025-01-21,2025-03-15,.Edif. Alberto Lleras (LL)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,65893,7,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,M,1230-1350,.W_402,2025-01-21,2025-03-15,.Edif. Carlos Pacheco Devia(W)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,65893,7,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,J,1230-1350,.W_402,2025-01-21,2025-03-15,.Edif. Carlos Pacheco Devia(W)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),1,65893,7,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,V,1230-1350,.VIRT,2025-01-21,2025-03-15,.VIRTUAL
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),3,62883,8,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,22,3,L,1400-1520,.SD_307,2025-01-21,2025-03-15,.Edif. J.M.Santodomingo (SD)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),3,62883,8,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,22,3,I,1400-1520,.SD_307,2025-01-21,2025-03-15,.Edif. J.M.Santodomingo (SD)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),3,62883,8,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,22,3,M,1400-1520,.SD_307,2025-01-21,2025-03-15,.Edif. J.M.Santodomingo (SD)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),3,62883,8,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,22,3,J,1400-1520,.SD_307,2025-01-21,2025-03-15,.Edif. J.M.Santodomingo (SD)
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),3,62883,8,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,22,3,V,1400-1520,.VIRT,2025-01-21,2025-03-15,.VIRTUAL
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),4,74995,9,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,L,1700-1820,.AU_209,2025-01-21,2025-03-15,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),4,74995,9,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,M,1700-1820,.AU_209,2025-01-21,2025-03-15,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),4,74995,9,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,I,1700-1820,.AU_209,2025-01-21,2025-03-15,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),4,74995,9,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,J,1700-1820,.AU_209,2025-01-21,2025-03-15,.Edif. Aulas
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),4,74995,9,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,V,1700-1820,.VIRT,2025-01-21,2025-03-15,.VIRTUAL
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),8,30536,1,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,17,8,L,0800-0920,.AU_101,2025-01-21,2025-03-15,.Edif. Aulas
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),8,30536,1,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,17,8,M,0800-0920,.RGD_02,2025-01-21,2025-03-15,.centro cívico
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),8,30536,1,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,17,8,J,0800-0920,.RGD_02,2025-01-21,2025-03-15,.centro cívico
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),8,30536,1,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,17,8,I,0800-0920,.AU_107,2025-01-21,2025-03-15,.Edif. Aulas
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),8,30536,1,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,17,8,V,0800-0920,.VIRT,2025-01-21,2025-03-15,.VIRTUAL
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),1,57240,10,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,L,1230-1350,.AU_402,2025-03-25,2025-05-24,.Edif. Aulas
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),1,57240,10,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,I,1230-1350,.AU_402,2025-03-25,2025-05-24,.Edif. Aulas
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),1,57240,10,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,M,1230-1350,.AU_205,2025-03-25,2025-05-24,.Edif. Aulas
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),1,57240,10,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,J,1230-1350,.AU_205,2025-03-25,2025-05-24,.Edif. Aulas
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),1,57240,10,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,24,1,V,1230-1350,.VIRT,2025-03-25,2025-05-24,.VIRTUAL
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),7,68785,11,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,18,7,L,1400-1520,.SD_306,2025-03-25,2025-05-24,.Edif. J.M.Santodomingo (SD)
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),7,68785,11,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,18,7,I,1400-1520,.SD_306,2025-03-25,2025-05-24,.Edif. J.M.Santodomingo (SD)
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),7,68785,11,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,18,7,M,1400-1520,.SD_305,2025-03-25,2025-05-24,.Edif. J.M.Santodomingo (SD)
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),7,68785,11,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,18,7,J,1400-1520,.SD_305,2025-03-25,2025-05-24,.Edif. J.M.Santodomingo (SD)
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),7,68785,11,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,18,7,V,1400-1520,.VIRT,2025-03-25,2025-05-24,.VIRTUAL
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),4,75001,12,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,L,1700-1820,.AU_101,2025-03-25,2025-05-24,.Edif. Aulas
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),4,75001,12,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,M,1700-1820,.AU_101,2025-03-25,2025-05-24,.Edif. Aulas
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),4,75001,12,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,I,1700-1820,.AU_101,2025-03-25,2025-05-24,.Edif. Aulas
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),4,75001,12,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,J,1700-1820,.AU_101,2025-03-25,2025-05-24,.Edif. Aulas
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),4,75001,12,0,202510,SEGUNDO CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,21,4,V,1700-1820,.VIRT,2025-03-25,2025-05-24,.VIRTUAL
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),Sin cupo,36083,2,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,25,0,L,1230-1350,.LL_206,2025-01-21,2025-03-15,.Edif. Alberto Lleras (LL)
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),Sin cupo,36083,2,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,25,0,I,1230-1350,.LL_206,2025-01-21,2025-03-15,.Edif. Alberto Lleras (LL)
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),Sin cupo,36083,2,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,25,0,M,1230-1350,.SD_306,2025-01-21,2025-03-15,.Edif. J.M.Santodomingo (SD)
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),Sin cupo,36083,2,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,25,0,J,1230-1350,.SD_306,2025-01-21,2025-03-15,.Edif. J.M.Santodomingo (SD)
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),Sin cupo,36083,2,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,25,0,V,1230-1350,.VIRT,2025-01-21,2025-03-15,.VIRTUAL
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),10,74997,3,0,202510,PRIMER CICLO - 8 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,25,15,10,L,1400-1520,.SD_306,2025-01-21,2025-03-15,.Edif. J.M.Santodomingo (SD)
