Curso,NRC,Periodo,Edificio,Salón,Días,Horas,Inscritos
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),51690,202510,.Bloque C,.C_106,L,1200-1350,24
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),51690,202510,.Bloque Q,.Q_308,I,1200-1350,24
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),75378,202510,.Bloque C,.C_108,L,1200-1350,22
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),75378,202510,.Edif. Carlos Pacheco Devia(W),.W_205,J,1200-1350,22
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),75381,202510,.Edif. Carlos Pacheco Devia(W),.W_205,L,1200-1350,22
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),75381,202510,.Bloque C,.C_108,J,1200-1350,22
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 1 DE 8 SEMANAS),51622,202510,.Edif. Alberto Lleras (LL),.LL_202,M,1200-1350,23
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 1 DE 8 SEMANAS),51622,202510,.Bloque C,.C_106,J,1200-1350,23
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),58848,202510,.Edif. Carlos Pacheco Devia(W),.W_205,M,0900-1050,24
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),58848,202510,.Edif. Carlos Pacheco Devia(W),.W_201,J,0900-1050,24
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),58856,202510,.Edif. Carlos Pacheco Devia(W),.W_201,L,0900-1050,24
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),58856,202510,.Edif. Carlos Pacheco Devia(W),.W_202,J,0900-1050,24
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),58865,202510,.Edif. Carlos Pacheco Devia(W),.W_203,L,0900-1050,23
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),58865,202510,.Edif. Carlos Pacheco Devia(W),.W_205,J,0900-1050,23
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),58867,202510,.Bloque C,.C_108,M,0900-1050,21
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),58867,202510,.Bloque C,.C_212,V,0900-1050,21
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),55702,202510,.Edif. Carlos Pacheco Devia(W),.W_201,M,0900-1050,23
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),55702,202510,.Bloque C,.C_212,J,0900-1050,23
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),66149,202510,.Edif. Aulas,.AU_209,I,0900-1050,21
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),66149,202510,.Bloque C,.C_107,V,0900-1050,21
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),51691,202510,.Bloque C,.C_107,M,0900-1050,19
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),51691,202510,.centro cívico,.RGD_112-13,V,0900-1050,19
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),63158,202510,.Bloque C,.C_212,I,0700-0850,22
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),63158,202510,.Bloque C,.C_212,V,0700-0850,22
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),69001,202510,.Edif. Carlos Pacheco Devia(W),.W_205,L,0700-0850,23
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),69001,202510,.Edif. Carlos Pacheco Devia(W),.W_205,J,0700-0850,23
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),69002,202510,.Edif. Aulas,.AU_205,M,0700-0850,21
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),69002,202510,.Edif. Aulas,.AU_205,J,0700-0850,21
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),69003,202510,.Edif. Aulas,.AU_401,L,0700-0850,22
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),69003,202510,.Bloque C,.C_213,I,0700-0850,22
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),72521,202510,.Edif. J.M.Santodomingo (SD),.SD_307,L,0700-0850,20
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),72521,202510,.Edif. J.M.Santodomingo (SD),.SD_307,J,0700-0850,20
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),69005,202510,.Bloque C,.C_108,M,0700-0850,23
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),69005,202510,.Bloque C,.C_108,V,0700-0850,23
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),69006,202510,.Bloque C,.C_212,L,0700-0850,22
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),69006,202510,.Edif. Enrique Cavelier(S1),.S1_002,I,0700-0850,22
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),69007,202510,.Edif. J.M.Santodomingo (SD),.SD_404,I,0700-0850,24
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),69007,202510,.Edif. J.M.Santodomingo (SD),.SD_404,V,0700-0850,24
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),75377,202510,.Edif. J.M.Santodomingo (SD),.SD_304,M,0700-0850,20
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),75377,202510,.Edif. J.M.Santodomingo (SD),.SD_304,J,0700-0850,20
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),51676,202510,.Edif. Alberto Lleras (LL),.LL_203,I,0700-0850,23
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),51676,202510,.Edif. Alberto Lleras (LL),.LL_205,V,0700-0850,23
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),66098,202510,.Edif. J.M.Santodomingo (SD),.SD_805,M,0700-0850,24
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),66098,202510,.Edif. J.M.Santodomingo (SD),.SD_805,J,0700-0850,24
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),66150,202510,.Bloque C,.C_212,M,0700-0850,22
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),66150,202510,.Bloque C,.C_212,J,0700-0850,22
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),75382,202510,.Edif. Carlos Pacheco Devia(W),.W_205,M,0700-0850,22
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),75382,202510,.Edif. Carlos Pacheco Devia(W),.W_205,V,0700-0850,22
ETRI-5574 PROCEDIMIENTO TRIBUTARIO Y MECANISMOS ALTERNATIVOS DE CONFLICTOS TRIBUTARIOS,74076,202510,.Edif. Carlos Pacheco Devia(W),.W_204,L,0630-0820,35
ETRI-5574 PROCEDIMIENTO TRIBUTARIO Y MECANISMOS ALTERNATIVOS DE CONFLICTOS TRIBUTARIOS,74076,202510,.Edif. Carlos Pacheco Devia(W),.W_204,M,0630-0820,35
ETRI-5574 PROCEDIMIENTO TRIBUTARIO Y MECANISMOS ALTERNATIVOS DE CONFLICTOS TRIBUTARIOS,74076,202510,.Edif. Carlos Pacheco Devia(W),.W_204,I,0630-0820,35
ETRI-5574 PROCEDIMIENTO TRIBUTARIO Y MECANISMOS ALTERNATIVOS DE CONFLICTOS TRIBUTARIOS,74076,202510,.Edif. Carlos Pacheco Devia(W),.W_204,J,0630-0820,35
ETRI-5574 PROCEDIMIENTO TRIBUTARIO Y MECANISMOS ALTERNATIVOS DE CONFLICTOS TRIBUTARIOS,74076,202510,.Edif. Carlos Pacheco Devia(W),.W_204,V,0630-0820,35
ETRI-5584 DERECHO TRIBUTARIO ESPECIAL 2,74077,202510,.Edif. Carlos Pacheco Devia(W),.W_204,L,0630-0820,35
ETRI-5584 DERECHO TRIBUTARIO ESPECIAL 2,74077,202510,.Edif. Carlos Pacheco Devia(W),.W_204,M,0630-0820,35
ETRI-5584 DERECHO TRIBUTARIO ESPECIAL 2,74077,202510,.Edif. Carlos Pacheco Devia(W),.W_204,I,0630-0820,35
ETRI-5584 DERECHO TRIBUTARIO ESPECIAL 2,74077,202510,.Edif. Carlos Pacheco Devia(W),.W_204,J,0630-0820,35
ETRI-5584 DERECHO TRIBUTARIO ESPECIAL 2,74077,202510,.Edif. Carlos Pacheco Devia(W),.W_204,V,0630-0820,35
FARH-1101 CULTURA Y BITS: PRÁCTICAS Y PROBLEMAS DE LAS HUMANIDADES DIGITALES,74078,202510,.Edif. J.M.Santodomingo (SD),.SD_401,M,1100-1220,10
FARH-1101 CULTURA Y BITS: PRÁCTICAS Y PROBLEMAS DE LAS HUMANIDADES DIGITALES,74078,202510,.Edif. J.M.Santodomingo (SD),.SD_401,J,1100-1220,10
FARH-1500 TALLER DE ARTES ESCÉNICAS,50277,202510,.Bloque TX,.TX_104,L,1000-1250,19
FARH-1508 GRUPO DE TEATRO,34254,202510,.Bloque T,.T_202,I,1700-1950,8
FARH-1508 GRUPO DE TEATRO,34254,202510,.Edif. Gata Golosa(GA),.GA_303,S,1000-1250,8
FARH-1800 EL ESPACIO ESCÉNICO: TALLER DE ESCENOGRAFÍA,53457,202510,.Bloque T,.T_202,M,0900-1250,9
FARH-3001 TALLER AVANZADO: WILLIAM SHAKESPEARE,74079,202510,.Bloque T,.T_202,M,1700-1950,7
FARH-3012 TRANSDRAMÁTICA - TALLER AVANZADO,72151,202510,.Edif. Enrique Cavelier(S1),.S1_105,L,1700-1850,2
FARH-3012 TRANSDRAMÁTICA - TALLER AVANZADO,72151,202510,.Edif. Enrique Cavelier(S1),.S1_105,J,1700-1850,2
FCIE-1010 INTRODUCCION A LAS CIENCIAS (TIPO E - CICLO 1 DE 8 SEMANAS),66476,202510,.Edif. Henry Yerly (O),.O_103,M,1400-1550,75
FCIE-1010 INTRODUCCION A LAS CIENCIAS (TIPO E - CICLO 1 DE 8 SEMANAS),66476,202510,.Edif. Henry Yerly (O),.O_103,J,1400-1550,75
FCIE-1010 INTRODUCCION A LAS CIENCIAS (TIPO E - CICLO 2 DE 8 SEMANAS),66484,202510,.Edif. Henry Yerly (O),.O_103,M,1400-1550,69
FCIE-1010 INTRODUCCION A LAS CIENCIAS (TIPO E - CICLO 2 DE 8 SEMANAS),66484,202510,.Edif. Henry Yerly (O),.O_103,J,1400-1550,69
FCIE-1200 TALLER DE NARRATIVA CIENTÍFICA (CICLO 1 DE 8 SEMANAS),74080,202510,.Edif. Aulas,.AU_307,M,1600-1850,14
FILO-1171 FILOSOFÍA DE LA MENTE (TIPO E),74092,202510,.centro cívico,.RGD_310,L,0930-1050,18
FILO-1171 FILOSOFÍA DE LA MENTE (TIPO E),74092,202510,.centro cívico,.RGD_310,I,0930-1050,18
FILO-1172 EMPIRISMO,74093,202510,.Edif. J.M.Santodomingo (SD),.SD_205-6,M,1100-1220,33
FILO-1172 EMPIRISMO,74093,202510,.Edif. Mario Laserna (ML),.ML_607,J,1100-1220,33
FILO-2001 LÓGICA DE PREDICADOS,74081,202510,.Edif. Aulas,.AU_201,M,1400-1520,23
FILO-2001 LÓGICA DE PREDICADOS,74081,202510,.Edif. Aulas,.AU_201,J,1400-1520,23
FILO-2294 FENOMENOLOGÍA,74094,202510,.centro cívico,.RGD_05,M,0800-0920,41
FILO-2294 FENOMENOLOGÍA,74094,202510,.Edif. Henry Yerly (O),.O_305,J,0800-0920,41
FILO-2295 FILÓSOFAS MODERNAS (CICLO 2 DE 8 SEMANAS),74095,202510,.centro cívico,.RGD_005,L,1400-1550,14
FILO-2295 FILÓSOFAS MODERNAS (CICLO 2 DE 8 SEMANAS),74095,202510,.centro cívico,.RGD_005,I,1400-1550,14
FILO-2296 LENGUAJE Y REFERENCIA,74096,202510,.Edif. Enrique Cavelier(S1),.S1_202,I,1530-1820,19
FILO-2297 FILOSOFÍA PARA NO FILÓSOFOS (CICLO 2 DE 8 SEMANAS),74097,202510,.Edif. J.M.Santodomingo (SD),.SD_804,M,1600-1750,11
FILO-2297 FILOSOFÍA PARA NO FILÓSOFOS (CICLO 2 DE 8 SEMANAS),74097,202510,.Edif. J.M.Santodomingo (SD),.SD_804,J,1600-1750,11
FILO-2298 FILOSOFÍA JUDÍA POS ¿ HOLOCAUSTO EN COLOMBIA (CICLO 1 DE 8 SEMANAS),74938,202510,.Edif. Aulas,.AU_203,M,0900-1050,14
FILO-2298 FILOSOFÍA JUDÍA POS ¿ HOLOCAUSTO EN COLOMBIA (CICLO 1 DE 8 SEMANAS),74938,202510,.Edif. Aulas,.AU_203,J,0900-1050,14
FILO-3263 TEOLOGÍAS POL Y TEORÍA CRÍTICA,74098,202510,.Bloque C,.C_204,L,1100-1350,13
FILO-3264 PENSADORES DE LA REEXISTENCIA,74099,202510,.Bloque Q,.Q_405,V,1400-1650,13
FILO-4810 TUTORÍA DE INVESTIGACIÓN 1,58270,202510,,,,,2
FILO-6971 TUTORIAL DE PROYECTO 3,67579,202510,,,,,2
FILO-6981 TUTORÍA DE INVESTIGACIÓN 1 DOC,71121,202510,,,,,3
FILO-6982 TUTORÍA DE INVESTIGACIÓN 2 DOC,74088,202510,,,,,1
FILO-6985 SUSTENTACIÓN DE TESIS DOCTORAL,71124,202510,,,,,1
FILO-6990 TUTORÍA DE INVESTIGACIÓN 4 DOC,71127,202510,,,,,1
FISI-1019 FÍSICA EXPERIMENTAL I,73302,202510,,,,,1
FISI-1022 FÍSICA BÁSICA 2,10075,202510,.centro cívico,.RGD_106-7,M,1100-1220,47
FISI-1022 FÍSICA BÁSICA 2,10075,202510,.centro cívico,.RGD_106-7,J,1100-1220,47
FISI-1023 LABORATORIO DE FÍSICA BÁSICA 2,72481,202510,.Bloque B,.B_305,L,1830-1950,16
FISI-1023 LABORATORIO DE FÍSICA BÁSICA 2,45345,202510,.Bloque B,.B_305,L,1700-1820,17
FISI-1029 FÍSICA EXPERIMENTAL II,74100,202510,,,,,2
FISI-1039 LABORATORIO DE ONDAS Y FLUIDOS,75813,202510,,,,,1
FISI-1100 FUNDAMENTOS DE FÍSICA (CICLO 1 DE 8 SEMANAS),68453,202510,.Bloque B,.B_402,M,1400-1550,20
FISI-1100 FUNDAMENTOS DE FÍSICA (CICLO 1 DE 8 SEMANAS),68453,202510,.Edif. J.M.Santodomingo (SD),.SD_803,J,1400-1550,20
FISI-1210 BIOFISICA (MEDI),74152,202510,.Edif. Henry Yerly (O),.O_102,M,0930-1050,96
FISI-1210 BIOFISICA (MEDI),74152,202510,.Edif. Henry Yerly (O),.O_102,J,0930-1050,96
FISI-1210C COMPLEMENTARIA BIOFISICA (MEDI),74153,202510,.Edif. Aulas,.AU_203,J,1100-1220,24
FISI-1210C COMPLEMENTARIA BIOFISICA (MEDI),75485,202510,.Edif. Henry Yerly (O),.O_403,J,1100-1220,23
FISI-1210C COMPLEMENTARIA BIOFISICA (MEDI),75487,202510,.centro cívico,.RGD_311,J,1400-1520,26
FISI-1210C COMPLEMENTARIA BIOFISICA (MEDI),75488,202510,.centro cívico,.RGD_211,J,1400-1520,23
FISI-1211 LABORATORIO BIOFISICA (MEDI),74154,202510,.Bloque B,.B_304,L,1400-1520,21
FISI-1211 LABORATORIO BIOFISICA (MEDI),75494,202510,.Bloque B,.B_304,L,0930-1050,24
FISI-1211 LABORATORIO BIOFISICA (MEDI),75498,202510,.Bloque B,.B_304,L,1100-1220,22
FISI-1211 LABORATORIO BIOFISICA (MEDI),75499,202510,.Bloque B,.B_304,L,1530-1650,19
FISI-1211 LABORATORIO BIOFISICA (MEDI),76102,202510,.Bloque B,.B_304,L,0630-0750,10
FISI-1502 INTRODUCCIÓN A FÍSICA,44913,202510,.Edif. Henry Yerly (O),.O_104,I,1100-1220,52
FISI-1502 INTRODUCCIÓN A FÍSICA,44913,202510,.Edif. Henry Yerly (O),.O_104,V,1100-1220,52
FISI-1518 FÍSICA I,75358,202510,.Bloque B,.B_202,I,0630-0750,64
FISI-1518 FÍSICA I,75358,202510,.Bloque B,.B_202,V,0630-0750,64
FISI-1518 FÍSICA I,68888,202510,.Bloque B,.B_202,M,0800-0920,71
FISI-1518 FÍSICA I,68888,202510,.Bloque B,.B_202,J,0800-0920,71
FISI-1518 FÍSICA I,68901,202510,.Bloque B,.B_202,M,0930-1050,69
FISI-1518 FÍSICA I,68901,202510,.Bloque B,.B_202,J,0930-1050,69
FISI-1518 FÍSICA I,68914,202510,.Bloque B,.B_202,M,1100-1220,71
FISI-1518 FÍSICA I,68914,202510,.Bloque B,.B_202,J,1100-1220,71
FISI-1518 FÍSICA I,68925,202510,.Bloque B,.B_202,M,1230-1350,71
FISI-1518 FÍSICA I,68925,202510,.Bloque B,.B_202,J,1230-1350,71
FISI-1518 FÍSICA I,68934,202510,.Bloque B,.B_202,M,1400-1520,71
FISI-1518 FÍSICA I,68934,202510,.Bloque B,.B_202,J,1400-1520,71
FISI-1518 FÍSICA I,68938,202510,.Bloque B,.B_202,M,1530-1650,71
FISI-1518 FÍSICA I,68938,202510,.Bloque B,.B_202,J,1530-1650,71
FISI-1518 FÍSICA I,68940,202510,.Bloque B,.B_202,M,1700-1820,72
FISI-1518 FÍSICA I,68940,202510,.Bloque B,.B_202,J,1700-1820,72
FISI-1518 FÍSICA I,68937,202510,.Bloque B,.B_202,I,1100-1220,70
FISI-1518 FÍSICA I,68937,202510,.Bloque B,.B_202,V,1100-1220,70
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,75361,202510,.Edif. J.M.Santodomingo (SD),.SD_304,L,0630-0750,19
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,75361,202510,.Bloque B,.B_304,M,0630-0750,19
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,75364,202510,.Edif. J.M.Santodomingo (SD),.SD_403,M,0630-0750,23
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,75364,202510,.Bloque B,.B_304,J,0630-0750,23
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,75369,202510,.Bloque B,.B_305,M,0630-0750,22
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,75369,202510,.centro cívico,.RGD_07,J,0630-0750,22
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,70512,202510,.Edif. J.M.Santodomingo (SD),.SD_304,L,0800-0920,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,70512,202510,.Bloque B,.B_304,I,0800-0920,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72696,202510,.Bloque C,.C_108,I,0800-0920,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72696,202510,.Bloque B,.B_304,V,0800-0920,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,75372,202510,.Bloque B,.B_305,I,0800-0920,23
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,75372,202510,.Bloque C,.C_106,V,0800-0920,23
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72701,202510,.Edif. Alberto Lleras (LL),.LL_303,L,0930-1050,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72701,202510,.Bloque B,.B_304,I,0930-1050,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72702,202510,.Edif. Carlos Pacheco Devia(W),.W_203,I,0930-1050,21
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72702,202510,.Bloque B,.B_304,V,0930-1050,21
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72703,202510,.Bloque B,.B_305,I,0930-1050,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72703,202510,.Edif. Carlos Pacheco Devia(W),.W_201,V,0930-1050,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72721,202510,.centro cívico,.RGD_211,L,1100-1220,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72721,202510,.Bloque B,.B_304,I,1100-1220,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72722,202510,.Edif. Carlos Pacheco Devia(W),.W_205,I,1100-1220,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72722,202510,.Bloque B,.B_304,V,1100-1220,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72723,202510,.Bloque B,.B_305,I,1100-1220,23
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72723,202510,.Edif. Carlos Pacheco Devia(W),.W_201,V,1100-1220,23
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72728,202510,.centro cívico,.RGD_201,L,1230-1350,23
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72728,202510,.Bloque B,.B_304,I,1230-1350,23
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72745,202510,.Edif. Alberto Lleras (LL),.LL_102,I,1230-1350,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72745,202510,.Bloque B,.B_304,V,1230-1350,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72747,202510,.Bloque B,.B_305,I,1230-1350,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72747,202510,.Edif. Alberto Lleras (LL),.LL_206,V,1230-1350,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72750,202510,.Edif. Henry Yerly (O),.O_103,L,1400-1520,23
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72750,202510,.Bloque B,.B_304,I,1400-1520,23
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72751,202510,.Edif. Richard (R),.R_209,I,1400-1520,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72751,202510,.Bloque B,.B_304,V,1400-1520,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72753,202510,.Bloque B,.B_305,I,1400-1520,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72753,202510,.Bloque C,.C_108,V,1400-1520,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72755,202510,.Bloque B,.B_304,I,1530-1650,23
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72755,202510,.Edif. J.M.Santodomingo (SD),.SD_304,V,1530-1650,23
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72756,202510,.Edif. Aulas,.AU_207,I,1530-1650,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72756,202510,.Bloque B,.B_304,V,1530-1650,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72757,202510,.Bloque B,.B_305,I,1530-1650,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72757,202510,.Edif. J.M.Santodomingo (SD),.SD_301,V,1530-1650,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72760,202510,.Bloque C,.C_106,L,1700-1820,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72760,202510,.Bloque B,.B_304,I,1700-1820,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72761,202510,.Bloque C,.C_106,I,1700-1820,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72761,202510,.Bloque B,.B_304,V,1700-1820,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72763,202510,.Bloque B,.B_305,I,1700-1820,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72763,202510,.centro cívico,.RGD_202,V,1700-1820,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72734,202510,.centro cívico,.RGD_311,L,1100-1220,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72734,202510,.Bloque B,.B_304,M,1100-1220,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72736,202510,.Edif. Carlos Pacheco Devia(W),.W_201,M,1100-1220,22
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72736,202510,.Bloque B,.B_304,J,1100-1220,22
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72737,202510,.Bloque B,.B_305,M,1100-1220,24
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72737,202510,.Edif. Carlos Pacheco Devia(W),.W_201,J,1100-1220,24
FISI-1528 FÍSICA II,45583,202510,.Bloque B,.B_202,I,0800-0920,71
FISI-1528 FÍSICA II,45583,202510,.Bloque B,.B_202,V,0800-0920,71
FISI-1528 FÍSICA II,69025,202510,.Bloque B,.B_202,I,0930-1050,57
FISI-1528 FÍSICA II,69025,202510,.Bloque B,.B_202,V,0930-1050,57
FISI-1528 FÍSICA II,69081,202510,.Edif. Henry Yerly (O),.O_103,I,1100-1220,88
FISI-1528 FÍSICA II,69081,202510,.centro cívico,.RGD_004,V,1100-1220,88
FISI-1528 FÍSICA II,69098,202510,.Bloque B,.B_202,I,1230-1350,70
FISI-1528 FÍSICA II,69098,202510,.Bloque B,.B_202,V,1230-1350,70
FISI-1528 FÍSICA II,45645,202510,.Bloque B,.B_202,I,1400-1520,71
FISI-1528 FÍSICA II,45645,202510,.Bloque B,.B_202,V,1400-1520,71
FISI-1528 FÍSICA II,69111,202510,.Bloque B,.B_202,I,1530-1650,69
FISI-1528 FÍSICA II,69111,202510,.Bloque B,.B_202,V,1530-1650,69
FISI-1528 FÍSICA II,69093,202510,.Bloque B,.B_202,I,1700-1820,69
FISI-1528 FÍSICA II,69093,202510,.Bloque B,.B_202,V,1700-1820,69
FISI-1528P COMPLEMENTARIA Y LABORATORIO FISICA II,70513,202510,.Bloque B,.B_302,M,0800-0920,23
FISI-1528P COMPLEMENTARIA Y LABORATORIO FISICA II,70513,202510,.centro cívico,.RGD_211,J,0800-0920,23
FISI-1528P COMPLEMENTARIA Y LABORATORIO FISICA II,72845,202510,.centro cívico,.RGD_001,L,0800-0920,24
FISI-1528P COMPLEMENTARIA Y LABORATORIO FISICA II,72845,202510,.Bloque B,.B_302,J,0800-0920,24
FISI-1528P COMPLEMENTARIA Y LABORATORIO FISICA II,72847,202510,.Bloque B,.B_302,L,0800-0920,24
FISI-1528P COMPLEMENTARIA Y LABORATORIO FISICA II,72847,202510,.Edif. Carlos Pacheco Devia(W),.W_203,M,0800-0920,24
FISI-1528P COMPLEMENTARIA Y LABORATORIO FISICA II,72848,202510,.Edif. Carlos Pacheco Devia(W),.W_205,L,0930-1050,18
FISI-1528P COMPLEMENTARIA Y LABORATORIO FISICA II,72848,202510,.Bloque B,.B_302,M,0930-1050,18
