Curso,NRC,Edificio,Días,Inscritos,Rango de Horas,Index,_6
ADMI-1412 CONTABILIDAD FINANCIERA,72637,O,I,41,"(12.0, 12.5)",908.0,"(9, 13)"
ADMI-1412 CONTABILIDAD FINANCIERA,72637,O,I,41,"(12.5, 13.0)",908.0,"(9, 13)"
MATE-1203C CALCULO DIFERENCIAL COMPLEMENTARIA,72609,O,I,25,"(11.0, 11.5)",909.0,"(11, 12)"
MATE-1203C CALCULO DIFERENCIAL COMPLEMENTARIA,72609,O,I,25,"(11.5, 12.0)",909.0,"(11, 12)"
MATE-1214C CALCULO INTEGRAL CON ECUACIONES DIFERENCIALES - COMPLEMENTARIA,72898,O,I,24,"(11.0, 11.5)",910.0,"(11, 12)"
MATE-1214C CALCULO INTEGRAL CON ECUACIONES DIFERENCIALES - COMPLEMENTARIA,72898,O,I,24,"(11.5, 12.0)",910.0,"(11, 12)"
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),72667,O,I,50,"(11.0, 11.5)",911.0,"(11, 13)"
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),72667,O,I,50,"(11.5, 12.0)",911.0,"(11, 13)"
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),72667,O,I,50,"(12.0, 12.5)",911.0,"(11, 13)"
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),72667,O,I,50,"(12.5, 13.0)",911.0,"(11, 13)"
ADMI-2301 FUNDAMENTOS DE MERCADEO,66980,O,I,46,"(11.0, 11.5)",912.0,"(11, 13)"
ADMI-2301 FUNDAMENTOS DE MERCADEO,66980,O,I,46,"(11.5, 12.0)",912.0,"(11, 13)"
ADMI-2301 FUNDAMENTOS DE MERCADEO,66980,O,I,46,"(12.0, 12.5)",912.0,"(11, 13)"
ADMI-2301 FUNDAMENTOS DE MERCADEO,66980,O,I,46,"(12.5, 13.0)",912.0,"(11, 13)"
DERE-3227 DERECHO E INDUSTRIA CULTURAL,54838,O,I,32,"(11.0, 11.5)",913.0,"(11, 13)"
DERE-3227 DERECHO E INDUSTRIA CULTURAL,54838,O,I,32,"(11.5, 12.0)",913.0,"(11, 13)"
DERE-3227 DERECHO E INDUSTRIA CULTURAL,54838,O,I,32,"(12.0, 12.5)",913.0,"(11, 13)"
DERE-3227 DERECHO E INDUSTRIA CULTURAL,54838,O,I,32,"(12.5, 13.0)",913.0,"(11, 13)"
ECON-1501 HISTORIA ECONOMICA GENERAL,42944,O,I,101,"(11.0, 11.5)",914.0,"(11, 13)"
ECON-1501 HISTORIA ECONOMICA GENERAL,42944,O,I,101,"(11.5, 12.0)",914.0,"(11, 13)"
ECON-1501 HISTORIA ECONOMICA GENERAL,42944,O,I,101,"(12.0, 12.5)",914.0,"(11, 13)"
ECON-1501 HISTORIA ECONOMICA GENERAL,42944,O,I,101,"(12.5, 13.0)",914.0,"(11, 13)"
GEOC-1002 GEOCIENCIAS,70304,O,I,85,"(11.0, 11.5)",915.0,"(11, 13)"
GEOC-1002 GEOCIENCIAS,70304,O,I,85,"(11.5, 12.0)",915.0,"(11, 13)"
GEOC-1002 GEOCIENCIAS,70304,O,I,85,"(12.0, 12.5)",915.0,"(11, 13)"
GEOC-1002 GEOCIENCIAS,70304,O,I,85,"(12.5, 13.0)",915.0,"(11, 13)"
ICYA-1114 INTRODUCCIÓN A LA INGENIERÍA CIVIL,60711,O,I,59,"(11.0, 11.5)",916.0,"(11, 13)"
ICYA-1114 INTRODUCCIÓN A LA INGENIERÍA CIVIL,60711,O,I,59,"(11.5, 12.0)",916.0,"(11, 13)"
ICYA-1114 INTRODUCCIÓN A LA INGENIERÍA CIVIL,60711,O,I,59,"(12.0, 12.5)",916.0,"(11, 13)"
ICYA-1114 INTRODUCCIÓN A LA INGENIERÍA CIVIL,60711,O,I,59,"(12.5, 13.0)",916.0,"(11, 13)"
ISIS-2203 INFRAESTRUCTURA COMPUTACIONAL,68952,O,I,38,"(11.0, 11.5)",917.0,"(11, 13)"
ISIS-2203 INFRAESTRUCTURA COMPUTACIONAL,68952,O,I,38,"(11.5, 12.0)",917.0,"(11, 13)"
ISIS-2203 INFRAESTRUCTURA COMPUTACIONAL,68952,O,I,38,"(12.0, 12.5)",917.0,"(11, 13)"
ISIS-2203 INFRAESTRUCTURA COMPUTACIONAL,68952,O,I,38,"(12.5, 13.0)",917.0,"(11, 13)"
MATE-1201 PRECÁLCULO,58812,O,I,31,"(11.0, 11.5)",918.0,"(11, 13)"
MATE-1201 PRECÁLCULO,58812,O,I,31,"(11.5, 12.0)",918.0,"(11, 13)"
MATE-1201 PRECÁLCULO,58812,O,I,31,"(12.0, 12.5)",918.0,"(11, 13)"
MATE-1201 PRECÁLCULO,58812,O,I,31,"(12.5, 13.0)",918.0,"(11, 13)"
MATE-1201 PRECÁLCULO,58837,O,I,35,"(11.0, 11.5)",919.0,"(11, 13)"
MATE-1201 PRECÁLCULO,58837,O,I,35,"(11.5, 12.0)",919.0,"(11, 13)"
MATE-1201 PRECÁLCULO,58837,O,I,35,"(12.0, 12.5)",919.0,"(11, 13)"
MATE-1201 PRECÁLCULO,58837,O,I,35,"(12.5, 13.0)",919.0,"(11, 13)"
MATE-1201 PRECÁLCULO,66929,O,I,32,"(11.0, 11.5)",920.0,"(11, 13)"
MATE-1201 PRECÁLCULO,66929,O,I,32,"(11.5, 12.0)",920.0,"(11, 13)"
MATE-1201 PRECÁLCULO,66929,O,I,32,"(12.0, 12.5)",920.0,"(11, 13)"
MATE-1201 PRECÁLCULO,66929,O,I,32,"(12.5, 13.0)",920.0,"(11, 13)"
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),39376,O,I,40,"(11.0, 11.5)",921.0,"(11, 13)"
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),39376,O,I,40,"(11.5, 12.0)",921.0,"(11, 13)"
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),39376,O,I,40,"(12.0, 12.5)",921.0,"(11, 13)"
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),39376,O,I,40,"(12.5, 13.0)",921.0,"(11, 13)"
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),72941,O,I,24,"(11.0, 11.5)",922.0,"(11, 13)"
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),72941,O,I,24,"(11.5, 12.0)",922.0,"(11, 13)"
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),72941,O,I,24,"(12.0, 12.5)",922.0,"(11, 13)"
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),72941,O,I,24,"(12.5, 13.0)",922.0,"(11, 13)"
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,68873,O,I,26,"(11.0, 11.5)",923.0,"(11, 13)"
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,68873,O,I,26,"(11.5, 12.0)",923.0,"(11, 13)"
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,68873,O,I,26,"(12.0, 12.5)",923.0,"(11, 13)"
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,68873,O,I,26,"(12.5, 13.0)",923.0,"(11, 13)"
MBIO-2504 ECOLOGIA MICROBIANA,41984,O,I,21,"(11.0, 11.5)",924.0,"(11, 13)"
MBIO-2504 ECOLOGIA MICROBIANA,41984,O,I,21,"(11.5, 12.0)",924.0,"(11, 13)"
MBIO-2504 ECOLOGIA MICROBIANA,41984,O,I,21,"(12.0, 12.5)",924.0,"(11, 13)"
MBIO-2504 ECOLOGIA MICROBIANA,41984,O,I,21,"(12.5, 13.0)",924.0,"(11, 13)"
QUIM-3607 QUÍMICA ANALITICA III (CICLO 2 DE 8 SEMANAS),71866,O,I,25,"(11.0, 11.5)",925.0,"(11, 13)"
QUIM-3607 QUÍMICA ANALITICA III (CICLO 2 DE 8 SEMANAS),71866,O,I,25,"(11.5, 12.0)",925.0,"(11, 13)"
QUIM-3607 QUÍMICA ANALITICA III (CICLO 2 DE 8 SEMANAS),71866,O,I,25,"(12.0, 12.5)",925.0,"(11, 13)"
QUIM-3607 QUÍMICA ANALITICA III (CICLO 2 DE 8 SEMANAS),71866,O,I,25,"(12.5, 13.0)",925.0,"(11, 13)"
ARQT-2213 SISTEMA DE ENVOLVENTE EXTERIOR E INTERIOR (CICLO 1 DE 8 SEMANAS),52233,O,I,37,"(11.0, 11.5)",926.0,"(11, 13)"
ARQT-2213 SISTEMA DE ENVOLVENTE EXTERIOR E INTERIOR (CICLO 1 DE 8 SEMANAS),52233,O,I,37,"(11.5, 12.0)",926.0,"(11, 13)"
ARQT-2213 SISTEMA DE ENVOLVENTE EXTERIOR E INTERIOR (CICLO 1 DE 8 SEMANAS),52233,O,I,37,"(12.0, 12.5)",926.0,"(11, 13)"
ARQT-2213 SISTEMA DE ENVOLVENTE EXTERIOR E INTERIOR (CICLO 1 DE 8 SEMANAS),52233,O,I,37,"(12.5, 13.0)",926.0,"(11, 13)"
ARQT-2214 SISTEMAS URBANOS Y ANALISIS MULTIESCALAR (CICLO 2 DE 8 SEMANAS),52236,O,I,48,"(11.0, 11.5)",927.0,"(11, 13)"
ARQT-2214 SISTEMAS URBANOS Y ANALISIS MULTIESCALAR (CICLO 2 DE 8 SEMANAS),52236,O,I,48,"(11.5, 12.0)",927.0,"(11, 13)"
ARQT-2214 SISTEMAS URBANOS Y ANALISIS MULTIESCALAR (CICLO 2 DE 8 SEMANAS),52236,O,I,48,"(12.0, 12.5)",927.0,"(11, 13)"
ARQT-2214 SISTEMAS URBANOS Y ANALISIS MULTIESCALAR (CICLO 2 DE 8 SEMANAS),52236,O,I,48,"(12.5, 13.0)",927.0,"(11, 13)"
DERE-3601 DERECHO INTERNACIONAL 2,69250,O,I,19,"(11.0, 11.5)",928.0,"(11, 14)"
DERE-3601 DERECHO INTERNACIONAL 2,69250,O,I,19,"(11.5, 12.0)",928.0,"(11, 14)"
DERE-3601 DERECHO INTERNACIONAL 2,69250,O,I,19,"(12.0, 12.5)",928.0,"(11, 14)"
DERE-3601 DERECHO INTERNACIONAL 2,69250,O,I,19,"(12.5, 13.0)",928.0,"(11, 14)"
DERE-3601 DERECHO INTERNACIONAL 2,69250,O,I,19,"(13.0, 13.5)",928.0,"(11, 14)"
DERE-3601 DERECHO INTERNACIONAL 2,69250,O,I,19,"(13.5, 14.0)",928.0,"(11, 14)"
CBCO-1411 GRANDES HISTORIAS DE COLOMBIA (CICLO 1 DE 8 SEMANAS),63926,O,I,54,"(12.0, 12.5)",929.0,"(12, 14)"
CBCO-1411 GRANDES HISTORIAS DE COLOMBIA (CICLO 1 DE 8 SEMANAS),63926,O,I,54,"(12.5, 13.0)",929.0,"(12, 14)"
CBCO-1411 GRANDES HISTORIAS DE COLOMBIA (CICLO 1 DE 8 SEMANAS),63926,O,I,54,"(13.0, 13.5)",929.0,"(12, 14)"
CBCO-1411 GRANDES HISTORIAS DE COLOMBIA (CICLO 1 DE 8 SEMANAS),63926,O,I,54,"(13.5, 14.0)",929.0,"(12, 14)"
CBPC-1337 ÉTICA PARA ROBOTS (CICLO 1 DE 8 SEMANAS),64383,O,I,46,"(12.0, 12.5)",930.0,"(12, 14)"
CBPC-1337 ÉTICA PARA ROBOTS (CICLO 1 DE 8 SEMANAS),64383,O,I,46,"(12.5, 13.0)",930.0,"(12, 14)"
CBPC-1337 ÉTICA PARA ROBOTS (CICLO 1 DE 8 SEMANAS),64383,O,I,46,"(13.0, 13.5)",930.0,"(12, 14)"
CBPC-1337 ÉTICA PARA ROBOTS (CICLO 1 DE 8 SEMANAS),64383,O,I,46,"(13.5, 14.0)",930.0,"(12, 14)"
CPOL-1300 INTRODUCCION A LA POLITICA COLOMBIANA,10027,O,I,95,"(12.0, 12.5)",931.0,"(12, 14)"
CPOL-1300 INTRODUCCION A LA POLITICA COLOMBIANA,10027,O,I,95,"(12.5, 13.0)",931.0,"(12, 14)"
CPOL-1300 INTRODUCCION A LA POLITICA COLOMBIANA,10027,O,I,95,"(13.0, 13.5)",931.0,"(12, 14)"
CPOL-1300 INTRODUCCION A LA POLITICA COLOMBIANA,10027,O,I,95,"(13.5, 14.0)",931.0,"(12, 14)"
DERE-3301 RESPONSABILIDAD DEL ESTADO,55907,O,I,31,"(12.0, 12.5)",932.0,"(12, 14)"
DERE-3301 RESPONSABILIDAD DEL ESTADO,55907,O,I,31,"(12.5, 13.0)",932.0,"(12, 14)"
DERE-3301 RESPONSABILIDAD DEL ESTADO,55907,O,I,31,"(13.0, 13.5)",932.0,"(12, 14)"
DERE-3301 RESPONSABILIDAD DEL ESTADO,55907,O,I,31,"(13.5, 14.0)",932.0,"(12, 14)"
ECON-2107 INTRODUCCIÓN A LA MICROECONOMIA,33431,O,I,93,"(12.0, 12.5)",933.0,"(12, 14)"
ECON-2107 INTRODUCCIÓN A LA MICROECONOMIA,33431,O,I,93,"(12.5, 13.0)",933.0,"(12, 14)"
ECON-2107 INTRODUCCIÓN A LA MICROECONOMIA,33431,O,I,93,"(13.0, 13.5)",933.0,"(12, 14)"
ECON-2107 INTRODUCCIÓN A LA MICROECONOMIA,33431,O,I,93,"(13.5, 14.0)",933.0,"(12, 14)"
LENG-1303 ALEMAN 3,10934,O,I,21,"(12.0, 12.5)",934.0,"(12, 14)"
LENG-1303 ALEMAN 3,10934,O,I,21,"(12.5, 13.0)",934.0,"(12, 14)"
LENG-1303 ALEMAN 3,10934,O,I,21,"(13.0, 13.5)",934.0,"(12, 14)"
LENG-1303 ALEMAN 3,10934,O,I,21,"(13.5, 14.0)",934.0,"(12, 14)"
LENG-1601 ITALIANO 1,72199,O,I,24,"(12.0, 12.5)",935.0,"(12, 14)"
LENG-1601 ITALIANO 1,72199,O,I,24,"(12.5, 13.0)",935.0,"(12, 14)"
LENG-1601 ITALIANO 1,72199,O,I,24,"(13.0, 13.5)",935.0,"(12, 14)"
LENG-1601 ITALIANO 1,72199,O,I,24,"(13.5, 14.0)",935.0,"(12, 14)"
LENG-1601 ITALIANO 1,72203,O,I,20,"(12.0, 12.5)",936.0,"(12, 14)"
LENG-1601 ITALIANO 1,72203,O,I,20,"(12.5, 13.0)",936.0,"(12, 14)"
LENG-1601 ITALIANO 1,72203,O,I,20,"(13.0, 13.5)",936.0,"(12, 14)"
LENG-1601 ITALIANO 1,72203,O,I,20,"(13.5, 14.0)",936.0,"(12, 14)"
LENG-1703 PORTUGUES 3,68813,O,I,23,"(12.0, 12.5)",937.0,"(12, 14)"
LENG-1703 PORTUGUES 3,68813,O,I,23,"(12.5, 13.0)",937.0,"(12, 14)"
LENG-1703 PORTUGUES 3,68813,O,I,23,"(13.0, 13.5)",937.0,"(12, 14)"
LENG-1703 PORTUGUES 3,68813,O,I,23,"(13.5, 14.0)",937.0,"(12, 14)"
MATE-1201 PRECÁLCULO,26137,O,I,34,"(12.0, 12.5)",938.0,"(12, 14)"
MATE-1201 PRECÁLCULO,26137,O,I,34,"(12.5, 13.0)",938.0,"(12, 14)"
MATE-1201 PRECÁLCULO,26137,O,I,34,"(13.0, 13.5)",938.0,"(12, 14)"
MATE-1201 PRECÁLCULO,26137,O,I,34,"(13.5, 14.0)",938.0,"(12, 14)"
MATE-1201 PRECÁLCULO,73473,O,I,26,"(12.0, 12.5)",939.0,"(12, 14)"
MATE-1201 PRECÁLCULO,73473,O,I,26,"(12.5, 13.0)",939.0,"(12, 14)"
MATE-1201 PRECÁLCULO,73473,O,I,26,"(13.0, 13.5)",939.0,"(12, 14)"
MATE-1201 PRECÁLCULO,73473,O,I,26,"(13.5, 14.0)",939.0,"(12, 14)"
MATE-1203 CÁLCULO DIFERENCIAL,38970,O,I,37,"(12.0, 12.5)",940.0,"(12, 14)"
MATE-1203 CÁLCULO DIFERENCIAL,38970,O,I,37,"(12.5, 13.0)",940.0,"(12, 14)"
MATE-1203 CÁLCULO DIFERENCIAL,38970,O,I,37,"(13.0, 13.5)",940.0,"(12, 14)"
MATE-1203 CÁLCULO DIFERENCIAL,38970,O,I,37,"(13.5, 14.0)",940.0,"(12, 14)"
MATE-1203 CÁLCULO DIFERENCIAL,73491,O,I,43,"(12.0, 12.5)",941.0,"(12, 14)"
MATE-1203 CÁLCULO DIFERENCIAL,73491,O,I,43,"(12.5, 13.0)",941.0,"(12, 14)"
MATE-1203 CÁLCULO DIFERENCIAL,73491,O,I,43,"(13.0, 13.5)",941.0,"(12, 14)"
MATE-1203 CÁLCULO DIFERENCIAL,73491,O,I,43,"(13.5, 14.0)",941.0,"(12, 14)"
QUIM-1103 QUÍMICA,11086,O,I,45,"(12.0, 12.5)",942.0,"(12, 14)"
QUIM-1103 QUÍMICA,11086,O,I,45,"(12.5, 13.0)",942.0,"(12, 14)"
QUIM-1103 QUÍMICA,11086,O,I,45,"(13.0, 13.5)",942.0,"(12, 14)"
QUIM-1103 QUÍMICA,11086,O,I,45,"(13.5, 14.0)",942.0,"(12, 14)"
MATE-1253C COMPLEMENTARIA CALCULO 3 Y ALGEBRA LINEAL 1,72934,O,I,18,"(13.0, 13.5)",943.0,"(13, 14)"
MATE-1253C COMPLEMENTARIA CALCULO 3 Y ALGEBRA LINEAL 1,72934,O,I,18,"(13.5, 14.0)",943.0,"(13, 14)"
MATE-1253C COMPLEMENTARIA CALCULO 3 Y ALGEBRA LINEAL 1,72935,O,I,20,"(13.0, 13.5)",944.0,"(13, 14)"
MATE-1253C COMPLEMENTARIA CALCULO 3 Y ALGEBRA LINEAL 1,72935,O,I,20,"(13.5, 14.0)",944.0,"(13, 14)"
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),72664,O,I,50,"(14.0, 14.5)",945.0,"(14, 16)"
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),72664,O,I,50,"(14.5, 15.0)",945.0,"(14, 16)"
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),72664,O,I,50,"(15.0, 15.5)",945.0,"(14, 16)"
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),72664,O,I,50,"(15.5, 16.0)",945.0,"(14, 16)"
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,39787,O,I,41,"(14.0, 14.5)",946.0,"(14, 16)"
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,39787,O,I,41,"(14.5, 15.0)",946.0,"(14, 16)"
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,39787,O,I,41,"(15.0, 15.5)",946.0,"(14, 16)"
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,39787,O,I,41,"(15.5, 16.0)",946.0,"(14, 16)"
ADMI-3236 FUSIONES Y ADQUISICIONES,72383,O,I,10,"(14.0, 14.5)",947.0,"(14, 16)"
ADMI-3236 FUSIONES Y ADQUISICIONES,72383,O,I,10,"(14.5, 15.0)",947.0,"(14, 16)"
ADMI-3236 FUSIONES Y ADQUISICIONES,72383,O,I,10,"(15.0, 15.5)",947.0,"(14, 16)"
ADMI-3236 FUSIONES Y ADQUISICIONES,72383,O,I,10,"(15.5, 16.0)",947.0,"(14, 16)"
CPOL-2449 ¿DE QUÉ HABLAMOS CUANDO HABLAMOS DE PENSAMIENTO CONSERVADOR?,70465,O,I,31,"(14.0, 14.5)",948.0,"(14, 16)"
CPOL-2449 ¿DE QUÉ HABLAMOS CUANDO HABLAMOS DE PENSAMIENTO CONSERVADOR?,70465,O,I,31,"(14.5, 15.0)",948.0,"(14, 16)"
CPOL-2449 ¿DE QUÉ HABLAMOS CUANDO HABLAMOS DE PENSAMIENTO CONSERVADOR?,70465,O,I,31,"(15.0, 15.5)",948.0,"(14, 16)"
CPOL-2449 ¿DE QUÉ HABLAMOS CUANDO HABLAMOS DE PENSAMIENTO CONSERVADOR?,70465,O,I,31,"(15.5, 16.0)",948.0,"(14, 16)"
DERE-2302 JUEZ E INTERPRETACION CONSTITUCIONAL,52786,O,I,39,"(14.0, 14.5)",949.0,"(14, 16)"
DERE-2302 JUEZ E INTERPRETACION CONSTITUCIONAL,52786,O,I,39,"(14.5, 15.0)",949.0,"(14, 16)"
DERE-2302 JUEZ E INTERPRETACION CONSTITUCIONAL,52786,O,I,39,"(15.0, 15.5)",949.0,"(14, 16)"
DERE-2302 JUEZ E INTERPRETACION CONSTITUCIONAL,52786,O,I,39,"(15.5, 16.0)",949.0,"(14, 16)"
DERE-3904 SEMINARIO DE INVESTIGACION DIRIGIDA (TIPO E),33465,O,I,24,"(14.0, 14.5)",950.0,"(14, 16)"
DERE-3904 SEMINARIO DE INVESTIGACION DIRIGIDA (TIPO E),33465,O,I,24,"(14.5, 15.0)",950.0,"(14, 16)"
DERE-3904 SEMINARIO DE INVESTIGACION DIRIGIDA (TIPO E),33465,O,I,24,"(15.0, 15.5)",950.0,"(14, 16)"
DERE-3904 SEMINARIO DE INVESTIGACION DIRIGIDA (TIPO E),33465,O,I,24,"(15.5, 16.0)",950.0,"(14, 16)"
ECON-2106 TEORIA DEL CONSUMIDOR Y FIRMA,46239,O,I,97,"(14.0, 14.5)",951.0,"(14, 16)"
ECON-2106 TEORIA DEL CONSUMIDOR Y FIRMA,46239,O,I,97,"(14.5, 15.0)",951.0,"(14, 16)"
ECON-2106 TEORIA DEL CONSUMIDOR Y FIRMA,46239,O,I,97,"(15.0, 15.5)",951.0,"(14, 16)"
ECON-2106 TEORIA DEL CONSUMIDOR Y FIRMA,46239,O,I,97,"(15.5, 16.0)",951.0,"(14, 16)"
ECON-2107 INTRODUCCIÓN A LA MICROECONOMIA,58180,O,I,86,"(14.0, 14.5)",952.0,"(14, 16)"
ECON-2107 INTRODUCCIÓN A LA MICROECONOMIA,58180,O,I,86,"(14.5, 15.0)",952.0,"(14, 16)"
ECON-2107 INTRODUCCIÓN A LA MICROECONOMIA,58180,O,I,86,"(15.0, 15.5)",952.0,"(14, 16)"
ECON-2107 INTRODUCCIÓN A LA MICROECONOMIA,58180,O,I,86,"(15.5, 16.0)",952.0,"(14, 16)"
ECON-3212 MACROECONOMÍA 2 CON TALLER,55336,O,I,7,"(14.0, 14.5)",953.0,"(14, 16)"
ECON-3212 MACROECONOMÍA 2 CON TALLER,55336,O,I,7,"(14.5, 15.0)",953.0,"(14, 16)"
ECON-3212 MACROECONOMÍA 2 CON TALLER,55336,O,I,7,"(15.0, 15.5)",953.0,"(14, 16)"
ECON-3212 MACROECONOMÍA 2 CON TALLER,55336,O,I,7,"(15.5, 16.0)",953.0,"(14, 16)"
ECON-3222 MACROECONOMÍA 2,66662,O,I,41,"(14.0, 14.5)",954.0,"(14, 16)"
ECON-3222 MACROECONOMÍA 2,66662,O,I,41,"(14.5, 15.0)",954.0,"(14, 16)"
ECON-3222 MACROECONOMÍA 2,66662,O,I,41,"(15.0, 15.5)",954.0,"(14, 16)"
ECON-3222 MACROECONOMÍA 2,66662,O,I,41,"(15.5, 16.0)",954.0,"(14, 16)"
IELE-1118 PROYECTO RETOS IELE,67743,O,I,19,"(14.0, 14.5)",955.0,"(14, 16)"
IELE-1118 PROYECTO RETOS IELE,67743,O,I,19,"(14.5, 15.0)",955.0,"(14, 16)"
IELE-1118 PROYECTO RETOS IELE,67743,O,I,19,"(15.0, 15.5)",955.0,"(14, 16)"
IELE-1118 PROYECTO RETOS IELE,67743,O,I,19,"(15.5, 16.0)",955.0,"(14, 16)"
IELE-1218 PROYECTO RETOS IELC,67746,O,I,30,"(14.0, 14.5)",956.0,"(14, 16)"
IELE-1218 PROYECTO RETOS IELC,67746,O,I,30,"(14.5, 15.0)",956.0,"(14, 16)"
IELE-1218 PROYECTO RETOS IELC,67746,O,I,30,"(15.0, 15.5)",956.0,"(14, 16)"
IELE-1218 PROYECTO RETOS IELC,67746,O,I,30,"(15.5, 16.0)",956.0,"(14, 16)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27925,O,I,24,"(14.0, 14.5)",957.0,"(14, 16)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27925,O,I,24,"(14.5, 15.0)",957.0,"(14, 16)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27925,O,I,24,"(15.0, 15.5)",957.0,"(14, 16)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27925,O,I,24,"(15.5, 16.0)",957.0,"(14, 16)"
BIOL-3133 BIOLOGIA DESARROLLO - INVERTEB (CICLO 2 DE 8 SEMANAS),68737,O,I,4,"(14.0, 14.5)",958.0,"(14, 16)"
BIOL-3133 BIOLOGIA DESARROLLO - INVERTEB (CICLO 2 DE 8 SEMANAS),68737,O,I,4,"(14.5, 15.0)",958.0,"(14, 16)"
BIOL-3133 BIOLOGIA DESARROLLO - INVERTEB (CICLO 2 DE 8 SEMANAS),68737,O,I,4,"(15.0, 15.5)",958.0,"(14, 16)"
BIOL-3133 BIOLOGIA DESARROLLO - INVERTEB (CICLO 2 DE 8 SEMANAS),68737,O,I,4,"(15.5, 16.0)",958.0,"(14, 16)"
BIOL-3150 FISIOLOGIA EN VERTEBRADOS (CICLO 2 DE 8 SEMANAS),70738,O,I,21,"(14.0, 14.5)",959.0,"(14, 16)"
BIOL-3150 FISIOLOGIA EN VERTEBRADOS (CICLO 2 DE 8 SEMANAS),70738,O,I,21,"(14.5, 15.0)",959.0,"(14, 16)"
BIOL-3150 FISIOLOGIA EN VERTEBRADOS (CICLO 2 DE 8 SEMANAS),70738,O,I,21,"(15.0, 15.5)",959.0,"(14, 16)"
BIOL-3150 FISIOLOGIA EN VERTEBRADOS (CICLO 2 DE 8 SEMANAS),70738,O,I,21,"(15.5, 16.0)",959.0,"(14, 16)"
CBCA-1409 VOCES DE RESISTENCIA EN BRASIL (CICLO 1 DE 8 SEMANAS),71937,O,I,48,"(14.0, 14.5)",960.0,"(14, 16)"
CBCA-1409 VOCES DE RESISTENCIA EN BRASIL (CICLO 1 DE 8 SEMANAS),71937,O,I,48,"(14.5, 15.0)",960.0,"(14, 16)"
CBCA-1409 VOCES DE RESISTENCIA EN BRASIL (CICLO 1 DE 8 SEMANAS),71937,O,I,48,"(15.0, 15.5)",960.0,"(14, 16)"
CBCA-1409 VOCES DE RESISTENCIA EN BRASIL (CICLO 1 DE 8 SEMANAS),71937,O,I,48,"(15.5, 16.0)",960.0,"(14, 16)"
CBCA-1434 1434ALIMENTACIÓN Y CAMBIO SOCIAL - (CICLO 1 DE 8 SEMANAS),68408,O,I,37,"(14.0, 14.5)",961.0,"(14, 16)"
CBCA-1434 1434ALIMENTACIÓN Y CAMBIO SOCIAL - (CICLO 1 DE 8 SEMANAS),68408,O,I,37,"(14.5, 15.0)",961.0,"(14, 16)"
CBCA-1434 1434ALIMENTACIÓN Y CAMBIO SOCIAL - (CICLO 1 DE 8 SEMANAS),68408,O,I,37,"(15.0, 15.5)",961.0,"(14, 16)"
CBCA-1434 1434ALIMENTACIÓN Y CAMBIO SOCIAL - (CICLO 1 DE 8 SEMANAS),68408,O,I,37,"(15.5, 16.0)",961.0,"(14, 16)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33748,O,I,50,"(14.0, 14.5)",962.0,"(14, 16)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33748,O,I,50,"(14.5, 15.0)",962.0,"(14, 16)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33748,O,I,50,"(15.0, 15.5)",962.0,"(14, 16)"
